Model,radius,num,,,RSR/%,,,RGR/%,,,DSR/%,,,DGSR/%,,
,,,PS,PB,LS,LB,PS,PB,LS,LB,PS,PB,LS,LB,PS,PB,LS,LB,PS,PB,LS,LB
FNN_big,0.3,500,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],97.2[],97.2[],95.9[],95.9[]
FNN_big,0.3,1000,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],99.9[],99.9[],100.0[],100.0[],97.2[],97.2[],97.1[],97.1[]
CNN_small,0.05,50,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],96.6[],96.6[],96.6[],96.7[]
CNN_small,0.05,100,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.3[],98.3[],98.3[],98.3[]
CNN_small,0.05,200,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.3[],98.3[],98.3[],98.3[]
CNN_small,0.05,500,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.3[],98.3[],98.3[],98.3[]
CNN_small,0.05,1000,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.3[],98.3[],98.3[],98.3[]
CNN_small,0.1,50,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.2[],98.2[],98.0[],98.0[]
CNN_small,0.1,100,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.2[],98.2[],98.1[],98.0[]
CNN_small,0.1,200,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],99.5[],99.5[],99.5[],98.2[],98.2[],98.0[],98.1[]
CNN_small,0.1,500,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],99.8[],99.8[],99.8[],99.8[],98.2[],98.2[],98.0[],98.1[]
CNN_small,0.1,1000,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],99.9[],99.8[],99.8[],99.8[],98.3[],98.3[],98.0[],98.0[]
CNN_small,0.3,50,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.3[],98.3[],98.3[],98.3[]
CNN_small,0.3,100,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.3[],98.3[],98.3[],98.3[]
CNN_small,0.3,200,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.3[],98.3[],98.3[],98.3[]
CNN_small,0.3,500,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.3[],98.3[],98.3[],98.3[]
CNN_small,0.3,1000,100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],100.0[],98.2[],98.2[],98.3[],98.3[]
